,a_exp,a_score,a_star,d_exp,d_score,da_coop,dp_coop,pw_coop,title
701,1.0,743.904575,1,0.0,23.3127,0.0,0.0,0.0,P.S. I Love You
702,1.6666666666666667,353.0176666666666,0,3.0,297.5395,0.6666666666666666,0.0,0.3333333333333333,Pacific Rim
703,0.5,295.66605,0,2.0,344.5476,0.0,0.2,0.0,The Pacifier
704,2.75,807.558875,0,4.0,1499.3779,0.0,4.0,0.0,Pain and Gain
705,0.5,682.4001,1,0.0,208.9159,0.0,0.0,0.0,Pan
706,0.3333333333333333,492.87966666666665,0,0.0,0.0,0.0,0.0,0.0,Pandorum
707,1.5,392.205925,1,2.0,468.8301,0.25,1.0,0.5,Panic Room
708,0.0,0.0,0,0.0,3.6881,0.0,0.0,0.3333333333333333,Paper Towns
709,1.25,1037.5380249999998,1,0.0,388.2086,0.0,0.5,0.0,Paranoia
710,0.0,86.3931,0,0.0,0.0,0.0,0.0,0.0,Paranormal Activity 3
711,0.25,571.1663,0,2.0,145.2102,0.0,0.0,0.0,ParaNorman
712,3.0,346.1347,0,3.0,267.6284,0.0,0.0,0.0,Parental Guidance
713,8.0,586.48725,0,0.0,105.0253,0.0,0.0,0.0,Parker
714,1.5,320.14324999999997,0,1.0,51.7934,0.0,0.0,0.0,The Passion of the Christ
715,0.0,1393.5702,1,0.0,115.6968,0.0,0.0,0.0,Pathfinder: Legend of the Ghost Warrior
716,3.5,688.628775,1,1.0,172.2395,0.2857142857142857,0.0,1.0,Paul
717,2.0,760.9733,0,4.0,499.9376,0.0,0.3333333333333333,0.0,Paul Blart: Mall Cop
718,8.0,1438.3212,1,4.0,351.6557,0.0,0.0,1.4,Paul Blart: Mall Cop 2
719,2.6666666666666665,786.6809,2,1.0,337.2136,0.0,0.0,0.0,Pay It Forward
720,2.0,816.941425,2,4.0,764.7561,0.0,0.0,0.0,Paycheck
721,0.5,490.82,0,2.0,435.3181,0.0,0.5555555555555556,0.0,Penguins of Madagascar
722,1.5,849.812675,1,0.0,0.0,0.0,0.0,0.0,People Like Us
723,0.75,674.2917000000001,1,2.0,969.7965,0.16666666666666666,0.0,0.0,Percy Jackson & The Olympians: The Lightning Thief
724,1.5,797.6341,0,0.0,69.7197,0.0,0.0,0.0,Percy Jackson: Sea of Monsters
725,0.0,233.41863333333333,0,0.0,144.4989,0.0,0.0,0.0,A Perfect Getaway
726,1.5,177.56125,0,4.0,674.9633,0.0,0.0,0.0,The Perfect Storm
727,1.0,1228.6295,1,1.0,1.1692,0.0,0.0,0.0,Perfume - The Story of a Murderer
728,0.0,0.0,0,0.0,269.939,0.0,0.0,0.0,Peter Pan
729,2.5,1008.7074,0,2.0,177.6781,0.5,0.0,0.0,Philomena
730,1.0,180.93815,0,6.0,1156.2003,0.25,0.0,0.0,Phone Booth
731,3.0,41.6071,0,1.0,40.0302,0.0,0.0,0.0,The Pianist
732,1.75,443.26120000000003,1,0.0,0.0,0.0,0.0,0.2222222222222222,Pineapple Express
733,3.6666666666666665,602.0790666666668,0,3.0,346.318,0.3333333333333333,2.0,0.0,The Pink Panther
734,4.0,999.1655499999999,0,1.0,78.4718,0.0,0.0,0.0,The Pink Panther 2
735,1.25,1520.2655249999998,4,1.0,864.888,0.75,1.0,1.0,Pirates of the Caribbean: At World's End
736,1.25,1219.70465,3,1.0,848.0236,0.7142857142857143,1.0,0.6666666666666666,Pirates of the Caribbean: Dead Man's Chest
737,2.3333333333333335,1513.9201999999998,2,0.0,98.5133,0.3333333333333333,0.25,1.5,Pirates of the Caribbean: On Stranger Tides
738,0.0,486.7076,0,0.0,217.0793,0.0,0.0,0.0,Pirates of the Caribbean: The Curse of the Black Pearl
739,0.25,332.07905,0,1.0,0.0,0.0,0.0,0.0,The Pirates! Band of Misfits
740,0.0,1.80975,0,1.0,27.554,0.0,0.5,0.5,Pitch Black
741,3.25,901.239275,1,0.0,0.0,0.0,0.0,0.0,Pitch Perfect
742,2.75,540.537125,1,1.0,9.6421,0.0,0.0,0.6666666666666666,Pitch Perfect 2
743,8.75,1230.32735,2,1.0,113.8773,0.0,0.0,0.7272727272727273,Pixels
744,1.75,994.375975,1,1.0,10.6922,0.2,0.0,0.0,The Place Beyond the Pines
745,0.0,114.7991,0,0.0,0.0,0.0,0.0,0.0,Planes
746,1.0,529.73615,2,2.0,711.8585,0.0,0.0,0.0,Planet of the Apes
747,4.5,282.5209,0,4.0,23.9693,0.0,0.0,0.0,Please Give
748,2.0,3481.603,1,0.0,1483.1868,2.0,0.5,0.0,The Polar Express
749,0.0,544.0961,0,0.0,106.8859,0.0,0.0,0.0,Poltergeist
750,2.25,556.86575,0,4.0,290.6132,0.0,1.0,0.0,Pompeii
751,1.75,367.86485,0,5.0,754.3516,0.0,0.0,0.0,Poseidon
752,0.0,165.5211,0,0.0,0.0,0.0,0.0,0.0,The Possession
753,0.0,81.740825,0,1.0,0.49,0.25,0.0,0.0,"Precious: Based on the Novel ""Push"" by Sapphire"
754,1.3333333333333333,1139.1053,2,1.0,24.3733,0.0,0.0,0.0,Predators
755,2.0,432.29855,0,1.0,83.0922,0.0,2.0,3.0,Premium Rush
756,3.5,799.984925,1,0.0,139.4802,0.0,1.5,1.0,The Prestige
757,4.75,694.3518,1,1.0,89.7769,0.0,0.0,0.0,Pride & Glory
758,1.75,1143.730025,1,0.0,0.0,0.0,0.0,0.0,Priest
759,1.0,421.126,0,1.0,33.4615,0.0,0.0,0.0,The Prince and Me
760,0.25,513.37955,0,0.0,501.2353,0.0,0.0,0.0,Prince of Persia: The Sands of Time
761,0.0,0.0,0,5.0,733.0148,0.0,0.6666666666666666,0.0,The Princess Diaries
762,0.5,168.320525,0,4.0,486.5414,0.4,1.6666666666666667,0.0,The Princess Diaries 2: Royal Engagement
763,3.25,916.5918,1,0.0,0.0,0.0,0.0,0.0,Prisoners
764,0.0,0.0,0,2.0,28.1285,0.0,0.0,0.0,Prom
765,1.0,307.66110000000003,0,0.0,641.4114,0.2,0.0,0.0,Prometheus
766,4.666666666666667,983.0417333333334,2,1.0,228.2569,0.3333333333333333,0.0,0.0,Proof
767,1.5,559.36815,1,2.0,172.8073,0.0,0.0,2.0,Proof of Life
768,4.0,477.05780000000004,0,0.0,86.3728,0.0,0.0,0.0,The Proposal
769,2.5,901.55935,1,4.0,361.5766,0.0,0.0,0.0,Public Enemies
770,0.5,224.3411,0,0.0,0.0,0.0,0.0,0.0,The Purge
771,1.5,264.67015,0,0.0,0.0,0.0,0.0,0.0,The Purge: Anarchy
772,1.6666666666666667,1054.6406,1,0.0,0.0,0.0,0.0,0.0,The Pursuit of Happyness
773,0.75,719.2659,1,1.0,406.2143,0.25,0.0,0.0,Puss in Boots
774,1.25,486.89865000000003,1,0.0,176.0582,0.0,0.0,3.0,Quantum of Solace
775,1.5,224.5054,0,5.0,731.874,0.0,0.0,0.0,The Quiet American
776,4.333333333333333,773.4618333333333,0,1.0,292.4555,0.0,0.0,0.0,R.I.P.D.
777,2.6666666666666665,851.2325333333333,1,0.0,0.0,0.0,0.0,0.0,Rabbit Hole
778,0.0,38.997,0,0.0,0.0,0.0,0.0,0.0,Raise Your Voice
779,1.0,553.3123,0,0.0,90.8213,0.0,0.0,0.0,Rambo
780,0.6666666666666666,1351.2978333333333,1,0.0,1699.2396,1.0,0.0,0.2,Rango
781,1.0,864.9369333333334,1,1.0,136.5684,0.0,0.0,0.0,The Raven
782,2.0,347.7253,0,2.0,224.6606,0.0,0.0,0.0,Ray
783,3.0,1105.7547,1,2.0,94.7767,0.0,0.0,0.0,The Reader
784,4.5,608.5908999999999,0,3.0,414.7171,0.0,0.0,0.0,Rebound
785,5.5,1417.91655,3,0.0,121.1765,0.0,0.0,0.0,Red
786,5.75,847.6867500000001,0,1.0,147.1335,0.0,0.0,1.0,Red 2
787,0.25,261.85875,0,0.0,0.0,0.0,0.0,0.0,Red Dawn
788,2.25,984.1267250000001,2,0.0,454.0232,0.0,0.0,0.0,Red Dragon
789,0.75,371.781175,1,0.0,592.8225,0.0,0.0,0.0,Red Eye
790,3.5,896.375675,1,3.0,252.9472,0.14285714285714285,0.0,0.3333333333333333,Red Riding Hood
791,0.0,630.79475,0,2.0,70.5513,0.0,0.0,0.0,Redbelt
792,0.3333333333333333,296.3258,0,0.0,160.8788,0.0,0.0,0.0,Reign of Fire
793,2.5,1779.02565,4,1.0,25.3477,0.0,0.0,0.0,Reign Over Me
794,0.75,736.6166499999999,1,0.0,19.0735,0.0,0.0,0.0,Remember Me
795,1.6666666666666667,528.1668333333333,1,2.0,18.8581,0.0,0.0,0.0,Remember the Titans
796,0.6666666666666666,74.53003333333334,0,2.0,77.2727,0.0,0.5,0.0,Resident Evil
797,2.0,270.2335,0,5.0,215.5572,0.3333333333333333,1.0,1.0,Resident Evil: Afterlife
798,5.333333333333333,669.6390333333334,1,6.0,281.0557,1.3333333333333333,1.0,1.0,Resident Evil: Retribution
799,0.0,16.2091,0,3.0,123.7264,0.0,0.0,0.0,Restless
800,2.6666666666666665,971.6987666666668,0,0.0,44.4046,0.0,0.5,0.0,The Revenant
801,3.25,1372.614775,3,3.0,456.2749,0.0,0.5,0.0,Revolutionary Road
802,5.666666666666667,539.6930333333333,0,1.0,107.2797,0.6666666666666666,0.5,1.5,Ricki and the Flash
803,2.6666666666666665,916.3206,1,2.0,99.463,0.6666666666666666,1.0,1.0,Riddick
804,4.0,846.4200250000001,1,2.0,523.7425,0.25,0.25,0.0,Ride Along
805,0.0,180.7159,0,0.0,114.8041,0.0,0.0,0.0,The Ring
806,0.0,594.24625,0,3.0,922.5259,0.0,1.0,0.0,Rio
807,1.25,980.3779,1,4.0,813.9838,0.5714285714285714,2.0,0.75,Rio 2
808,2.5,931.55565,2,0.0,0.0162,0.16666666666666666,0.0,0.0,Rise of the Planet of the Apes
809,2.5,911.8716000000001,1,1.0,139.2679,0.0,0.0,0.0,The Rite
810,2.75,555.6812,1,1.0,2.5166,0.16666666666666666,0.0,0.0,The Road
811,2.75,909.79375,1,1.0,215.9375,0.0,0.0,0.0,Road to Perdition
812,1.0,211.2887,0,0.0,0.0,0.0,0.0,0.0,Road Trip
813,0.5,976.48685,1,0.0,526.7402,1.0,0.5,0.0,Robin Hood
814,2.0,1248.09625,1,1.0,0.1105,0.0,0.0,0.0,RoboCop
815,0.0,808.8230750000001,2,1.0,262.9114,0.0,0.5,0.0,Robots
816,3.0,586.7406,0,0.0,0.0,0.0,0.0,0.0,Rocky Balboa
817,2.3333333333333335,722.6670333333333,1,1.0,0.4517,0.3333333333333333,0.0,0.0,Role Models
818,0.0,226.48615,0,3.0,572.5664,0.0,1.0,0.0,Rollerball
819,1.0,281.5705,0,0.0,0.0,0.0,0.0,0.0,Romeo Must Die
820,3.5,536.34995,1,1.0,0.0,0.0,0.0,0.0,The Rookie
821,0.5,181.30467499999997,0,0.0,0.0,0.0,0.0,0.0,The Roommate
822,3.5,1443.1657,1,1.0,1.1666,0.5,0.0,0.0,The Rover
823,4.25,642.7555,2,2.0,30.257,0.5,0.5,0.5,The Royal Tenenbaums
824,6.25,1257.424975,3,0.0,0.0,0.0,0.0,0.0,Rules of Engagement
825,2.75,897.779525,1,0.0,118.7222,0.25,0.0,0.0,Run All Night
826,0.5,479.41085,0,0.0,0.0,0.0,0.0,0.0,Run Fat Boy Run
827,1.5,497.15225,1,1.0,17.9626,0.0,0.0,0.0,The Rundown
828,1.25,678.1726,0,0.0,63.2235,0.0,0.0,0.1111111111111111,Runner Runner
829,1.0,415.3758,0,1.0,11.5997,0.0,0.0,0.0,Running Scared
830,2.5,506.551,0,3.0,605.8964,0.0,3.5,1.0,Rush
831,3.6666666666666665,310.71010000000007,0,4.0,336.0335,1.0,1.0,0.0,Rush Hour 2
832,7.0,846.2807,0,7.0,978.402,2.5,2.5,1.0,Rush Hour 3
833,3.5,879.894,1,5.0,1105.184,0.0,0.0,0.0,RV
834,3.75,890.3335,1,0.0,0.0,0.0,0.0,0.25,S.W.A.T.
835,1.0,719.2304,1,1.0,122.7398,0.0,1.0,0.0,Safe Haven
836,4.25,973.39105,1,0.0,0.0,0.0,0.0,0.0,Safe House
837,3.6666666666666665,822.9335666666666,1,2.0,137.4462,0.3333333333333333,0.0,0.0,Salt
838,3.75,1064.553125,1,0.0,160.8753,0.25,1.0,0.0,San Andreas
839,0.0,252.64035,0,0.0,0.0,0.0,0.0,0.0,Sanctum
840,1.0,910.9026,1,0.0,0.0,0.0,0.0,0.0,The Santa Clause 2
841,0.25,191.19665,0,1.0,180.8773,0.0,0.0,0.0,Savages
842,5.0,1289.0045249999998,1,2.0,401.0695,0.0,0.0,0.0,Saving Mr. Banks
843,2.5,447.4373,1,2.0,414.1495,0.0,0.0,0.0,Saving Silverman
844,0.0,0.0,0,1.0,60.619,0.0,0.3333333333333333,0.0,Scary Movie
845,0.0,14.5173,0,1.0,60.619,0.0,1.0,0.0,Scary Movie 2
846,3.25,266.50917499999997,0,0.0,0.0,0.0,0.0,0.0,Scary Movie 3
847,6.666666666666667,496.29243333333335,0,3.0,180.2771,1.0,0.5,0.42857142857142855,Scary Movie 4
848,3.5,468.42900000000003,0,4.0,147.5031,0.0,0.0,0.0,Scary Movie 5
849,1.5,485.09507500000007,1,3.0,341.7245,0.2,0.5,0.0,School for Scoundrels
850,6.0,988.7729,1,2.0,52.7009,0.0,0.0,0.0,School of Rock
851,0.0,116.63547500000001,0,0.0,340.9611,0.0,0.0,0.0,Scooby-Doo
852,2.5,625.419975,2,0.0,557.7551,0.0,0.0,0.0,The Score
853,3.0,368.91155,0,2.0,48.6386,0.0,0.0,0.0,Scott Pilgrim vs. the World
854,0.0,36.7167,0,0.0,0.0,0.0,0.0,0.0,Scouts Guide to the Zombie Apocalypse
855,1.25,375.405225,0,3.0,424.2849,1.0,2.0,0.0,Scream 3
856,0.5,263.0509,0,2.0,253.6751,0.3333333333333333,0.0,0.0,Scream 4
857,3.5,392.52432500000003,1,1.0,74.22,0.4,0.2,0.2,Seabiscuit
858,1.0,950.512975,2,2.0,281.9803,0.25,0.0,0.0,Season of the Witch
859,4.25,864.149675,1,4.0,94.032,0.75,0.0,0.0,The Second Best Exotic Marigold Hotel
860,2.0,571.59905,0,1.0,41.8289,0.0,0.0,0.0,The Secret in their Eyes
861,1.75,646.7192249999999,0,1.0,44.1188,0.0,0.0,0.0,The Secret Life of Bees
862,7.75,1231.9805250000002,2,1.0,133.2956,0.0,0.0,0.0,The Secret Life of Walter Mitty
863,0.0,319.79935,0,0.0,36.0429,0.0,1.0,2.0,Secret Window
864,1.5,424.83145,0,0.0,0.0,0.0,0.0,0.0,Secretariat
865,2.0,696.9337,1,0.0,0.0,0.0,0.0,0.0,See Spot Run
866,7.5,1164.3528,2,0.0,0.0,0.0,0.0,0.0,Seeking a Friend for the End of the World
867,1.75,645.5523000000001,0,0.0,161.6231,0.0,0.0,0.0,Self/Less
868,2.75,854.128825,1,1.0,0.2548,0.2,0.0,0.0,Selma
869,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Serenity
870,2.5,904.43535,1,1.0,210.8975,0.25,0.8333333333333334,0.0,Seven Pounds
871,6.0,208.4434,0,0.0,0.0,0.0,0.0,0.0,Sex and the City
872,2.75,192.13662499999998,0,0.0,184.1122,0.25,0.0,0.0,Sex and the City 2
873,1.0,453.99312499999996,1,0.0,0.0,0.0,0.0,0.0,Sex Drive
874,6.0,991.2299333333335,1,3.0,131.535,0.6666666666666666,0.0,0.0,Sex Tape
875,0.75,678.732325,1,0.0,276.846,0.0,0.3333333333333333,0.2222222222222222,Shaft
876,3.0,653.346,0,1.0,92.1218,0.0,3.0,0.0,Shall We Dance
877,4.0,896.28075,2,3.0,630.947,0.0,2.5,0.0,Shallow Hal
878,2.0,572.9630000000001,1,1.0,3.3127,0.0,0.0,1.0,Shanghai Knights
879,1.0,368.30796666666674,0,0.0,0.0,0.0,0.0,0.0,Shanghai Noon
880,0.0,564.4969,0,2.0,157.0534,0.0,0.0,0.0,Shark Night 3D
881,0.25,1101.035075,2,0.0,0.0,0.0,0.0,0.0,Shark Tale
882,2.0,304.2202333333333,0,0.0,0.0,0.0,0.0,0.0,She's Out of My League
883,0.25,18.02075,0,0.0,0.0,0.0,0.0,0.0,She's the Man
884,0.25,575.646675,0,0.0,53.8023,0.25,0.0,0.0,Sherlock Holmes
885,3.0,917.6422,2,4.0,245.3197,0.0,0.0,0.0,The Shipping News
886,2.5,927.2597499999999,1,2.0,277.0332,0.0,0.0,0.0,Shooter
887,7.0,1416.6387333333332,3,0.0,91.4803,0.0,0.0,0.0,Showtime
888,0.3333333333333333,811.4348333333334,2,0.0,0.0,0.0,0.0,0.0,Shrek
889,1.0,1471.8759,4,0.5,259.3817,0.25,0.6666666666666666,0.0,Shrek 2
890,3.0,2179.254425,4,0.0,211.9566,0.0,0.0,0.0,Shrek Forever After
891,2.0,2116.227425,4,0.0,0.0,0.0,0.0,0.0,Shrek the Third
892,4.0,417.41862499999996,0,4.0,455.1288,0.6,0.25,0.25,Shutter Island
893,4.666666666666667,545.4741666666667,0,1.0,65.1348,0.0,0.0,0.0,Sicario
894,3.3333333333333335,541.0113,1,1.0,118.8712,0.0,0.0,0.0,Sideways
895,0.0,530.153125,1,1.0,650.7465,0.0,1.3333333333333333,1.3333333333333333,Signs
896,0.5,885.451,1,0.0,16.7836,0.0,0.5,0.0,Silent Hill
897,0.6666666666666666,888.1369333333332,1,0.0,0.0,0.0,0.0,0.0,Silent Hill: Revelation 3D
898,4.0,855.9259000000002,0,1.0,119.0342,0.0,0.0,0.0,Silver Linings Playbook
899,0.5,724.3057999999999,1,0.0,361.35725,0.3181818181818182,0.0,0.0,Sin City
900,0.3333333333333333,1182.0287333333333,2,1.0,167.2865,0.0,0.0,0.0,Sinbad: Legend of the Seven Seas
901,1.75,288.306875,0,0.0,0.0,0.0,0.0,0.0,A Single Man
902,0.0,238.9487,0,1.0,196.083,0.0,0.0,0.0,Sinister
903,0.0,38.565599999999996,0,0.0,0.0,0.0,0.0,0.0,The Sisterhood of the Traveling Pants
904,2.6666666666666665,410.8986333333333,0,1.0,69.9379,0.0,0.0,0.0,Sisters
905,7.0,652.9106666666667,1,1.0,105.8308,0.3333333333333333,0.0,0.0,The Sitter
906,0.0,234.048,0,0.0,117.9064,0.0,0.0,0.0,The Skeleton Key
907,0.5,146.8865,0,0.0,164.565,0.0,0.0,0.0,The Skulls
908,0.5,188.6427,0,0.0,109.2989,0.0,0.0,0.0,Sky High
909,1.5,916.597025,1,0.0,278.3346,0.16666666666666666,0.0,2.0,Skyfall
910,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Skyline
911,0.0,1647.2198,1,0.0,0.0,0.0,0.0,0.5,Slither
912,0.0,0.0,0,1.0,136.8806,0.0,0.0,0.0,Slumdog Millionaire
913,5.0,348.27135,0,8.0,154.647,0.0,0.0,0.0,Small Time Crooks
914,4.0,434.00942499999996,1,0.0,0.0,0.0,0.0,0.0,Smokin' Aces
915,1.5,357.03595,0,3.0,720.8581,0.0,0.0,0.0,The Smurfs
916,2.5,739.8993249999999,1,3.0,687.5877,0.5,1.0,0.4,The Smurfs 2
917,5.0,1684.0898,1,1.0,176.2836,0.0,0.0,0.0,Snakes on a Plane
918,0.75,534.659425,0,0.0,0.0,0.0,0.0,0.0,Snow White and the Huntsman
919,1.75,168.1381,0,0.0,396.9343,0.0,0.0,0.0,The Social Network
920,0.0,606.89145,1,0.0,465.8081,0.5,0.0,0.0,Solaris
921,5.5,544.144325,0,2.0,108.6942,0.0,0.0,0.0,Something Borrowed
922,3.5,554.002275,2,2.0,408.9942,0.0,0.0,0.0,Something's Gotta Give
923,6.0,899.8623,0,3.0,92.4236,0.0,0.0,0.0,Somewhere
924,0.25,774.35035,1,1.0,680.2333,0.4,0.6666666666666666,0.0,The Sorcerer's Apprentice
925,2.0,597.1673499999999,0,1.0,27.1199,0.0,0.0,0.0,Soul Surfer
926,1.3333333333333333,175.07773333333333,0,1.0,113.5388,0.0,0.0,0.0,A Sound of Thunder
927,2.0,677.70155,0,0.0,5.8123,0.0,0.0,0.0,Source Code
928,2.75,653.97225,1,0.0,265.6692,0.0,0.0,0.0,Southpaw
929,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Space Chimps
930,5.0,932.2933333333334,1,3.0,398.3596,0.0,0.0,0.0,Space Cowboys
931,8.5,1053.3598499999998,1,3.0,295.9026,0.0,1.0,1.0,Spanglish
932,3.5,175.2535,0,0.0,0.0,0.0,0.0,0.0,Sparkle
933,1.75,1079.460725,1,1.0,450.353,0.6666666666666666,1.0,1.0,Spectre
934,0.0,321.6395,0,0.0,0.0,0.0,3.0,0.0,Speed Racer
935,0.75,431.0292,1,1.0,78.3627,0.0,0.0,0.0,Spider-Man
936,1.75,911.7861000000001,2,2.0,680.1006,0.75,0.75,0.0,Spider-Man 2
937,3.25,1158.143125,3,4.0,1201.0754,1.0,1.75,1.0,Spider-Man 3
938,0.0,378.6189,0,1.0,360.7163,0.0,0.0,0.0,The Spiderwick Chronicles
939,1.0,341.3926,0,0.0,0.0,0.0,0.0,0.0,Splice
940,4.0,1586.7554,1,0.5,254.59855,0.5,0.0,0.0,The SpongeBob Movie: Sponge Out of Water
941,3.0,877.4804250000001,0,2.0,380.0877,0.6,1.0,0.0,Spy
942,1.5,763.4341499999999,1,7.0,772.1219,0.0,0.0,0.0,Spy Game
943,0.3333333333333333,471.24620000000004,1,0.0,180.8606,0.6666666666666666,0.0,0.0,Spy Kids
944,0.6666666666666666,471.24620000000004,1,0.0,180.8606,0.6666666666666666,0.0,0.0,Spy Kids 2: The Island of Lost Dreams
945,1.25,650.09055,2,1.0,353.3247,1.25,0.0,0.0,Spy Kids 3D: Game Over
946,3.0,826.38135,1,5.0,750.6819,2.0,0.0,0.0,Spy Kids: All the Time in the World
947,1.0,583.0587,1,0.0,177.2058,0.14285714285714285,0.0,0.0,Star Trek
948,3.75,1407.9911000000002,2,2.0,476.3916,0.8571428571428571,0.375,0.5833333333333334,Star Trek Into Darkness
949,1.5,580.1775749999999,3,2.0,734.5915,0.6666666666666666,1.0,1.0,Star Wars: Episode II - Attack of the Clones
950,4.0,1303.1811000000002,4,4.0,1185.0177,1.4285714285714286,2.0,2.0,Star Wars: Episode III - Revenge of the Sith
951,1.5,358.131825,0,2.0,712.8144,0.0,1.0,0.0,Star Wars: The Force Awakens
952,0.0,693.32735,1,0.0,3.1613,0.0,0.0,0.0,Stardust
953,6.25,781.9141500000001,2,1.0,110.123,0.0,0.0,0.0,Starsky and Hutch
954,0.6666666666666666,370.5991333333334,0,3.0,653.818,0.0,1.5,0.0,Stealth
955,5.0,1008.6988,1,1.0,314.8952,1.0,2.0,1.3333333333333333,Step Brothers
956,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Step Up
957,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Step Up Revolution
958,2.5,895.0460499999999,2,3.0,413.4289,0.0,0.5,1.0,The Stepford Wives
959,3.3333333333333335,1196.7632666666668,1,2.0,191.5957,0.0,0.0,2.0,Steve Jobs
960,3.0,906.108875,1,0.0,0.0,0.0,0.0,0.0,Still Alice
961,3.6666666666666665,814.4809,1,2.0,13.0006,0.3333333333333333,0.0,0.0,Stone
962,1.25,113.34574999999998,0,1.0,18.7957,0.0,0.0,0.0,Stop-Loss
963,5.75,801.57855,1,0.0,117.3988,0.2,0.0,0.0,Stranger Than Fiction
964,0.3333333333333333,699.4969,1,1.0,60.6146,0.0,0.0,0.0,Straw Dogs
965,1.25,600.47435,1,0.0,4.4132,0.0,0.0,0.0,Street Kings
966,3.0,471.352,0,1.0,877.4531,1.0,0.5,0.0,Stuart Little 2
967,0.0,132.34795000000003,0,2.0,477.0822,0.14285714285714285,1.3333333333333333,0.6666666666666666,Sucker Punch
968,2.3333333333333335,867.8718,1,0.0,10.3159,0.0,0.0,0.0,Super
969,3.0,361.4318,0,0.0,0.0,0.0,0.0,0.0,Super Troopers
970,1.25,131.94965000000002,0,1.0,3.9615,0.0,0.0,0.0,Superbad
971,1.5,754.29665,1,4.0,624.265,0.42857142857142855,0.0,0.2,Superman Returns
972,3.0,794.7847,1,1.0,228.6337,0.0,0.0,0.0,Supernova
973,1.5,194.03635,0,4.0,279.9054,0.0,0.0,0.0,Sweet Home Alabama
974,2.75,376.85637499999996,1,1.0,65.3397,0.0,0.0,0.0,The Sweetest Thing
975,1.5,180.5844,0,1.0,52.8033,0.0,2.0,0.0,Swept Away
976,5.25,611.5173,0,0.0,0.0,0.0,0.0,0.0,Swing Vote
977,4.25,542.01035,0,1.0,149.2775,0.0,0.0,0.0,The Switch
978,0.75,486.134025,1,0.0,5.0103,0.0,0.0,0.0,Swordfish
979,4.0,561.20255,1,0.0,0.0,0.0,0.0,0.0,"Synecdoche, New York"
980,4.75,1029.602525,3,1.0,15.99,0.0,0.0,0.0,Syriana
981,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,Take Shelter
982,3.0,1408.4029,1,0.0,0.0,0.0,0.0,1.0,Taken
983,4.0,1227.5973,1,1.0,38.2524,0.0,1.0,3.0,Taken 2
984,4.0,1223.1463666666666,1,3.0,228.7129,0.6666666666666666,3.0,5.0,Taken 3
985,1.0,430.921925,0,0.0,0.0,0.0,0.0,0.0,Takers
986,1.25,362.85372500000005,0,0.0,1.1396,0.0,0.0,0.0,Taking Lives
987,6.333333333333333,813.1464333333333,1,7.0,505.3889,0.6666666666666666,0.0,0.4,The Taking of Pelham 1 2 3
988,1.25,304.88334999999995,0,0.0,387.5293,0.0,0.0,0.0,Taking Woodstock
989,0.0,959.5363666666666,1,1.0,85.3109,0.0,0.0,0.0,The Tale of Despereaux
990,3.0,526.3736,1,1.0,118.9367,0.2,0.5,0.2,Talladega Nights: The Ballad of Ricky Bobby
991,1.0,361.312,0,1.0,112.9416,0.0,0.0,0.0,Taxi
992,5.5,1250.34695,1,1.0,141.8721,0.0,0.0,0.0,Tears of the Sun
993,1.75,799.9564250000001,2,0.0,0.0,0.0,0.0,0.0,Ted
994,3.5,1250.801275,2,1.0,243.5333,0.3333333333333333,1.0,1.0,Ted 2
995,1.5,692.1843,0,1.0,228.0397,0.0,0.0,0.0,Teenage Mutant Ninja Turtles
996,0.0,502.9199,1,0.0,41.4794,0.2,0.0,0.0,The Tempest
997,7.333333333333333,1607.8213666666663,1,2.0,2014.6245,0.6666666666666666,0.0,0.1111111111111111,The Terminal
998,1.5,221.10739999999998,0,2.0,401.7985,0.0,0.0,0.0,Terminator Salvation
999,4.0,335.5274,0,0.0,214.2559,0.0,0.0,0.0,Terminator: Genisys
1000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,The Texas Chainsaw Massacre
1001,0.75,283.731925,0,0.0,0.0,0.0,0.0,0.0,Thank You for Smoking
1002,1.0,296.2743,0,0.0,0.0,0.0,0.0,0.0,That Awkward Moment
1003,4.75,697.039725,1,1.0,10.1345,0.0,0.0,0.0,That's My Boy
1004,2.0,106.24885,0,2.0,112.5468,0.0,1.3333333333333333,1.3333333333333333,There Will Be Blood
1005,5.25,666.44595,0,2.0,539.0323,0.2,0.0,0.0,Think Like a Man
1006,6.25,719.8337750000001,0,3.0,523.7425,1.0,1.0,1.0,Think Like a Man Too
1007,1.0,550.8151,0,0.0,27.799,0.0,0.0,0.0,Thirteen
1008,3.0,792.4145,1,4.0,354.9573,0.0,0.0,0.0,Thirteen Days
1009,5.0,799.0015,0,3.0,395.3224,1.0,1.5,2.0,This Is 40
1010,8.0,1957.902275,3,0.0,0.0,0.0,0.0,1.5,This is the End
1011,5.75,769.0957500000001,1,4.0,1111.5206,0.25,0.0,0.0,This is Where I Leave You
1012,0.5,596.2074,1,3.0,346.181,0.0,0.0,0.0,This Means War
